OD,1319,1320,1321,1323,1324,1325,1327,1329,1330,1331,1334,1337,1338,1336,1538,community_idx,Subcommunity species,Shannon diversity exp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872727273,0.0,0.058008658,0.069264069,0.0,0.0,20,"1331,1337,1338",0.4688895854724675
0.66,0.0,0.0,0.306414319,0.690331421,0.0,0.0,0.0,0.000428192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,"1321,1323,1329",0.6205100806395506
1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046107332,0.0,0.874527589,0.0,0.073696145,0.0,0.0,0.0,18,"1329,1331,1337",0.44818449215772616
0.8,0.0,0.0,0.375399361,0.0,0.0,0.614882854,0.0,0.001331203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,"1321,1325,1329",0.6729422488303024
0.68,0.0,0.0,0.413426488,0.0,0.0,0.0,0.0,0.00136695,0.0,0.582928311,0.0,0.0,0.0,0.0,0.0,16,"1321,1329,1331",0.6880779469077675
0.62,0.0,0.970062819,0.010404397,0.0,0.0,0.0,0.0,0.002944641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,"1320,1321,1329",0.0790075584392031
0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893678161,0.0,0.0,14,"1329,1338,1538",0.0
0.86,0.0,0.977760021,0.0,0.0,0.0,0.0,0.0,0.001065388,0.0,0.0,0.0,0.0,0.020508723,0.0,0.0,13,"1320,1329,1338",0.10840476992879122
0.42,0.0,0.0,0.0,0.0,0.112412178,0.0,0.0,0.0,0.0,0.617486339,0.0,0.0,0.263075722,0.0,0.0,12,"1324,1331,1338",0.8139434205443085
0.78,0.0,0.0,0.482775836,0.492927276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021967049,0.0,0.0,11,"1321,1323,1338",0.6836257929014394
0.84,0.0,0.0,0.0,0.069817401,0.0,0.749283924,0.0,0.0,0.0,0.0,0.180451128,0.0,0.0,0.0,0.0,10,"1323,1325,1334",0.7109726357778449
0.84,0.0,0.0,0.0,0.871958919,0.004040744,0.0,0.0,0.0,0.0,0.0,0.115413755,0.0,0.0,0.0,0.0,9,"1323,1324,1334",0.43570687337602133
0.74,0.247019662,0.0,0.0,0.748180833,0.00394798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,"1319,1323,1324",0.5839560265885939
0.8,0.0,0.387920239,0.0,0.058279549,0.0,0.0,0.55380021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,"1320,1323,1327",0.8602720165049003
0.98,0.463519313,0.0,0.0,0.0,0.311984153,0.0,0.0,0.0,0.0,0.0,0.220975019,0.0,0.0,0.0,0.0,6,"1319,1324,1334",1.0536055997068223
0.78,0.0,0.304244111,0.0,0.0,0.0,0.114799722,0.57747739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,"1320,1325,1327",0.9273573383166718
0.66,0.0,0.0,0.0,0.0,0.0,0.556768989,0.09425423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345631641,4,"1325,1327,1538",0.9155683527767098
0.8,0.0,0.35899298,0.0,0.0,0.0,0.0,0.51561365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120672961,3,"1320,1327,1538",0.9643389047820219
0.86,0.0,0.0,0.776673866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587473,0.089848812,0.0,0.0,2,"1321,1337,1338",0.548433386823332
0.58,0.0,0.556233443,0.0,0.0,0.0,0.273741671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169623505,1,"1320,1325,1538",0.9818543174996299
